Date_collected,Host_species,Rep#,Temp,Couple#,Slot,Species,Lifestage,Survival_0min,Survival_1hr,Survival_4hr,Survival_24hr
2/20/2025,Beech,27,49,3A,X3,X. crassiusculus,Larvae,0,0,0,1
2/20/2025,Beech,27,54,3B,Z1,X. crassiusculus,Larvae,0,0,0,0
2/20/2025,Beech,27,54,7A,Y4,X. crassiusculus,Larvae,0,0,0,0
2/20/2025,Beech,27,59,2A,Y2,X. crassiusculus,Larvae,0,0,0,0
2/20/2025,Beech,27,59,0A,X4,X. crassiusculus,Larvae,0,0,0,0
2/20/2025,Beech,27,64,1A,Y1,X. crassiusculus,Larvae,0,0,0,0
2/20/2025,Beech,27,64,1B,X2,X. crassiusculus,Larvae,0,0,0,0
2/20/2025,Beech,27,69,2B,Z3,X. crassiusculus,Larvae,0,0,0,0
2/20/2025,Beech,27,69,6A,Z2,X. crassiusculus,Larvae,0,0,0,0
2/20/2025,Beech,28,45,2A,X2,X. crassiusculus,Larvae,1,1,1,1
2/20/2025,Beech,28,45,7A,Y3,X. crassiusculus,Larvae,1,1,1,1
2/20/2025,Beech,28,49,0B,Y4,X. crassiusculus,Larvae,0,0,0,1
2/20/2025,Beech,28,49,3B,Z4,X. crassiusculus,Larvae,0,0,0,1
2/20/2025,Beech,28,54,5A,Y2,X. crassiusculus,Larvae,0,0,0,0
2/20/2025,Beech,28,54,4A,Z1,X. crassiusculus,Larvae,0,0,0,0
2/20/2025,Beech,28,59,1B,X1,X. crassiusculus,Larvae,0,0,0,0
2/20/2025,Beech,28,59,1A,Z2,X. crassiusculus,Larvae,0,0,0,0
2/20/2025,Beech,28,64,2B,Y1,X. crassiusculus,Larvae,0,0,0,0
2/20/2025,Beech,28,64,0A,X3,X. crassiusculus,Larvae,0,0,0,0
2/20/2025,Beech,28,69,3A,Z3,X. crassiusculus,Larvae,0,0,0,0
2/20/2025,Beech,28,69,6A,X4,X. crassiusculus,Larvae,0,0,0,0
5/29/2026,Beech,57,45,2A,Y3,X. germanus,Larvae,1,0,0,1
5/29/2026,Beech,57,45,1A,Z1,X. germanus,Larvae,0,0,0,0
5/29/2026,Beech,57,49,6A,Y4,X. germanus,Larvae,0,0,0,0
5/29/2026,Beech,57,49,3B,Z3,X. germanus,Larvae,0,0,0,0
5/29/2026,Beech,57,54,0A,Z4,X. germanus,Larvae,0,0,0,0
5/29/2026,Beech,57,54,4A,X3,X. germanus,Larvae,0,0,0,0
5/29/2026,Beech,57,59,5A,X1,X. germanus,Larvae,0,0,0,0
5/29/2026,Beech,57,59,7A,X4,X. germanus,Larvae,0,0,0,0
5/29/2026,Beech,57,64,3A,Y1,X. germanus,Larvae,0,0,0,0
5/29/2026,Beech,57,64,2B,Y2,X. germanus,Larvae,0,0,0,0
5/29/2026,Beech,57,69,0B,X2,X. germanus,Larvae,0,0,0,0
5/29/2026,Beech,57,69,1B,Z2,X. germanus,Larvae,0,0,0,0
5/29/2026,Beech,58,45,3B,X3,X. germanus,Larvae,0,1,1,1
5/29/2026,Beech,58,45,2A,Y4,X. germanus,Larvae,0,1,0,0
5/29/2026,Beech,58,49,0B,X2,X. germanus,Larvae,0,0,0,0
5/29/2026,Beech,58,49,1A,Z2,X. germanus,Larvae,0,0,0,0
5/29/2026,Beech,58,54,6A,Y1,X. germanus,Larvae,0,0,0,0
5/29/2026,Beech,58,54,5A,Z1,X. germanus,Larvae,0,0,0,0
5/29/2026,Beech,58,59,2B,Z3,X. germanus,Larvae,0,0,0,0
5/29/2026,Beech,58,59,7A,Y3,X. germanus,Larvae,0,0,0,0
5/29/2026,Beech,58,64,0A,Y2,X. germanus,Larvae,0,0,0,0
5/29/2026,Beech,58,64,1B,X1,X. germanus,Larvae,0,0,0,0
5/29/2026,Beech,58,69,4A,Z4,X. germanus,Larvae,0,0,0,0
5/29/2026,Beech,58,69,3A,X4,X. germanus,Larvae,0,0,0,0
5/29/2026,Beech,59,45,6A,X1,X. germanus,Larvae,0,1,1,1
5/29/2026,Beech,59,45,1B,Z1,X. germanus,Larvae,0,0,0,0
5/29/2026,Beech,59,49,0A,X3,X. germanus,Larvae,0,0,0,0
5/29/2026,Beech,59,49,1A,Y2,X. germanus,Larvae,0,0,0,0
5/29/2026,Beech,59,54,7A,Y4,X. germanus,Larvae,0,0,0,0
5/29/2026,Beech,59,54,2A,Z2,X. germanus,Larvae,0,0,0,0
5/29/2026,Beech,59,59,0B,Z3,X. germanus,Larvae,0,0,0,0
5/29/2026,Beech,59,59,3B,Z4,X. germanus,Larvae,0,0,0,0
5/29/2026,Beech,59,64,2B,Y3,X. germanus,Larvae,0,0,0,0
5/29/2026,Beech,59,64,5A,X2,X. germanus,Larvae,0,0,0,0
5/29/2026,Beech,59,69,3A,Y1,X. germanus,Larvae,0,0,0,0
5/29/2026,Beech,59,69,4A,X4,X. germanus,Larvae,0,0,0,0
5/29/2026,Beech,60,45,1A,Z3,X. germanus,Larvae,0,1,1,1
5/29/2026,Beech,60,45,2A,X4,X. germanus,Larvae,0,1,1,1
5/29/2026,Beech,60,49,4A,Z2,X. germanus,Larvae,0,0,0,0
5/29/2026,Beech,60,49,5A,Y1,X. germanus,Larvae,0,0,0,0
5/29/2026,Beech,60,54,7A,Y2,X. germanus,Larvae,0,0,0,0
5/29/2026,Beech,60,54,3B,Z4,X. germanus,Larvae,0,0,0,0
5/29/2026,Beech,60,59,2B,Y3,X. germanus,Larvae,0,0,0,0
5/29/2026,Beech,60,59,0B,Z1,X. germanus,Larvae,0,0,0,0
5/29/2026,Beech,60,64,1B,X3,X. germanus,Larvae,0,0,0,0
5/29/2026,Beech,60,64,6A,X2,X. germanus,Larvae,0,0,0,0
5/29/2026,Beech,60,69,0A,X1,X. germanus,Larvae,0,0,0,0
5/29/2026,Beech,60,69,3A,Y4,X. germanus,Larvae,0,0,0,0
6/25/2026,Red Maple,77,45,5A,X1,A. maiche,Adult,0,1,1,1
6/25/2026,Red Maple,77,45,2B,X4,A. maiche,Adult,1,1,1,1
6/25/2026,Red Maple,77,46,1A,X3,A. maiche,Adult,1,1,1,1
6/25/2026,Red Maple,77,46,2A,Z2,A. maiche,Adult,1,1,1,1
6/25/2026,Red Maple,77,47,4A,Z1,A. maiche,Adult,0,1,1,1
6/25/2026,Red Maple,77,47,0B,Y3,A. maiche,Adult,0,0,1,1
6/25/2026,Red Maple,77,48,3B,Y2,A. maiche,Adult,0,0,0,1
6/25/2026,Red Maple,77,48,0A,Z3,A. maiche,Adult,0,0,0,0
6/25/2026,Red Maple,77,49,1B,Z4,A. maiche,Adult,0,0,0,0
6/25/2026,Red Maple,77,49,3A,X2,A. maiche,Adult,0,0,0,0
6/25/2026,Red Maple,78,45,0A,Z1,A. maiche,Adult,1,1,1,1
6/25/2026,Red Maple,78,45,0B,X2,A. maiche,Adult,1,1,1,1
6/25/2026,Red Maple,78,46,4A,X3,A. maiche,Adult,0,1,1,1
6/25/2026,Red Maple,78,46,3A,Z3,A. maiche,Adult,0,1,1,1
6/25/2026,Red Maple,78,47,1A,Y2,A. maiche,Adult,0,0,1,1
6/25/2026,Red Maple,78,47,1B,Z2,A. maiche,Adult,0,0,1,1
6/25/2026,Red Maple,78,48,2A,Z4,A. maiche,Adult,0,0,0,0
6/25/2026,Red Maple,78,48,3B,X4,A. maiche,Adult,0,0,0,1
6/25/2026,Red Maple,78,49,2B,Y3,A. maiche,Adult,0,0,0,0
6/25/2026,Red Maple,78,49,5A,X1,A. maiche,Adult,0,0,0,0
6/25/2026,Red Maple,79,45,1A,Y3,A. maiche,Adult,1,1,1,1
6/25/2026,Red Maple,79,45,0A,X4,A. maiche,Adult,1,1,1,1
6/25/2026,Red Maple,79,46,2B,Y2,A. maiche,Adult,1,1,1,1
6/25/2026,Red Maple,79,46,2A,X3,A. maiche,Adult,0,1,1,1
6/25/2026,Red Maple,79,47,1B,Z4,A. maiche,Adult,0,1,1,1
6/25/2026,Red Maple,79,47,4A,Z1,A. maiche,Adult,0,0,1,1
6/25/2026,Red Maple,79,48,0B,X2,A. maiche,Adult,0,0,0,0
6/25/2026,Red Maple,79,48,5A,X1,A. maiche,Adult,0,0,0,0
6/25/2026,Red Maple,79,49,3A,Z3,A. maiche,Adult,0,0,0,0
6/25/2026,Red Maple,79,49,3B,Z2,A. maiche,Adult,0,0,0,0
6/25/2026,Red Maple,80,45,3A,Y3,A. maiche,Adult,0,1,1,1
6/25/2026,Red Maple,80,45,4A,X4,A. maiche,Adult,1,1,1,1
6/25/2026,Red Maple,80,46,5A,X1,A. maiche,Adult,0,1,1,1
6/25/2026,Red Maple,80,46,0B,X2,A. maiche,Adult,0,1,1,1
6/25/2026,Red Maple,80,47,2A,X3,A. maiche,Adult,0,0,1,1
6/25/2026,Red Maple,80,47,0A,Z3,A. maiche,Adult,0,0,1,1
6/25/2026,Red Maple,80,48,3B,Y2,A. maiche,Adult,0,0,0,0
6/25/2026,Red Maple,80,48,1A,Z1,A. maiche,Adult,0,0,0,0
6/25/2026,Red Maple,80,49,2B,Z2,A. maiche,Adult,0,0,0,0
6/25/2026,Red Maple,80,49,1B,Z4,A. maiche,Adult,0,0,0,0
6/27/2026,Red Maple,41,45,1B,X2,A. maiche,Adult,1,1,1,1
6/27/2026,Red Maple,41,45,4A,Y2,A. maiche,Adult,1,1,1,1
6/27/2026,Red Maple,41,49,5A,Y4,A. maiche,Adult,0,0,0,0
6/27/2026,Red Maple,41,49,0B,X1,A. maiche,Adult,0,0,0,0
6/27/2026,Red Maple,41,54,3A,Y3,A. maiche,Adult,0,0,0,0
6/27/2026,Red Maple,41,54,1A,Z4,A. maiche,Adult,0,0,0,0
6/27/2026,Red Maple,41,59,0A,Z1,A. maiche,Adult,0,0,0,0
6/27/2026,Red Maple,41,59,6A,Z3,A. maiche,Adult,0,0,0,0
6/27/2026,Red Maple,41,64,7A,X3,A. maiche,Adult,0,0,0,0
6/27/2026,Red Maple,41,64,3B,X4,A. maiche,Adult,0,0,0,0
6/27/2026,Red Maple,41,69,2B,Z2,A. maiche,Adult,0,0,0,0
6/27/2026,Red Maple,41,69,2A,Y1,A. maiche,Adult,0,0,0,0
6/27/2026,Red Maple,42,45,1B,Z2,A. maiche,Adult,0,1,1,1
6/27/2026,Red Maple,42,45,0A,X1,A. maiche,Adult,1,1,1,1
6/27/2026,Red Maple,42,49,3B,Y4,A. maiche,Adult,0,0,0,0
6/27/2026,Red Maple,42,49,4A,X3,A. maiche,Adult,0,0,0,0
6/27/2026,Red Maple,42,54,6A,Y2,A. maiche,Adult,0,0,0,0
6/27/2026,Red Maple,42,54,3A,X4,A. maiche,Adult,0,0,0,0
6/27/2026,Red Maple,42,59,0B,X2,A. maiche,Adult,0,0,0,0
6/27/2026,Red Maple,42,59,1A,Y1,A. maiche,Adult,0,0,0,0
6/27/2026,Red Maple,42,64,2B,Z3,A. maiche,Adult,0,0,0,0
6/27/2026,Red Maple,42,64,5A,Z4,A. maiche,Adult,0,0,0,0
6/27/2026,Red Maple,42,69,2A,Z1,A. maiche,Adult,0,0,0,0
6/27/2026,Red Maple,42,69,7A,Y3,A. maiche,Adult,0,0,0,0
6/27/2026,Red Maple,43,45,4A,Y4,A. maiche,Adult,1,1,1,1
6/27/2026,Red Maple,43,45,0B,Z3,A. maiche,Adult,1,1,1,1
6/27/2026,Red Maple,43,49,7A,X2,A. maiche,Adult,0,0,0,0
6/27/2026,Red Maple,43,49,6A,X4,A. maiche,Adult,0,0,0,0
6/27/2026,Red Maple,43,54,0A,Z1,A. maiche,Adult,0,0,0,0
6/27/2026,Red Maple,43,54,3B,Y3,A. maiche,Adult,0,0,0,0
6/27/2026,Red Maple,43,59,2B,X3,A. maiche,Adult,0,0,0,0
6/27/2026,Red Maple,43,59,1A,X1,A. maiche,Adult,0,0,0,0
6/27/2026,Red Maple,43,64,5A,Z4,A. maiche,Adult,0,0,0,0
6/27/2026,Red Maple,43,64,2A,Y1,A. maiche,Adult,0,0,0,0
6/27/2026,Red Maple,43,69,3A,Z2,A. maiche,Adult,0,0,0,0
6/27/2026,Red Maple,43,69,1B,Y2,A. maiche,Adult,0,0,0,0
6/27/2026,Red Maple,44,45,0A,Z2,A. maiche,Adult,1,1,1,1
6/27/2026,Red Maple,44,45,1A,Y2,A. maiche,Adult,1,1,1,1
6/27/2026,Red Maple,44,49,7A,Y3,A. maiche,Adult,0,0,0,0
6/27/2026,Red Maple,44,49,3B,X2,A. maiche,Adult,0,0,0,0
6/27/2026,Red Maple,44,54,6A,Y4,A. maiche,Adult,0,0,0,0
6/27/2026,Red Maple,44,54,2A,Z4,A. maiche,Adult,0,0,0,0
6/27/2026,Red Maple,44,59,2B,X1,A. maiche,Adult,0,0,0,0
6/27/2026,Red Maple,44,59,5A,X3,A. maiche,Adult,0,0,0,0
6/27/2026,Red Maple,44,64,0B,Y1,A. maiche,Adult,0,0,0,0
6/27/2026,Red Maple,44,64,1B,Z1,A. maiche,Adult,0,0,0,0
6/27/2026,Red Maple,44,69,4A,X4,A. maiche,Adult,0,0,0,0
6/27/2026,Red Maple,44,69,3A,Z3,A. maiche,Adult,0,0,0,0
10/2/2024,Red Maple,1,45,2A,Z1,X. crassiusculus,Adult,1,1,1,1
10/2/2024,Red Maple,1,49,6A,X1,X. crassiusculus,Adult,0,0,0,0
10/2/2024,Red Maple,1,54,1B,Y4,X. crassiusculus,Adult,0,0,0,0
10/2/2024,Red Maple,1,59,4A,Y2,X. crassiusculus,Adult,0,0,0,0
10/2/2024,Red Maple,1,64,3B,Y1,X. crassiusculus,Adult,0,0,0,0
10/2/2024,Red Maple,1,69,3A,Y3,X. crassiusculus,Adult,0,0,0,0
10/2/2024,Red Maple,2,45,6A,Z3,X. crassiusculus,Adult,1,1,1,1
10/2/2024,Red Maple,2,49,3B,Z4,X. crassiusculus,Adult,0,0,0,0
10/2/2024,Red Maple,2,54,2B,X3,X. crassiusculus,Adult,0,0,0,0
10/2/2024,Red Maple,2,59,2A,X2,X. crassiusculus,Adult,0,0,0,0
10/2/2024,Red Maple,2,64,0A,Y2,X. crassiusculus,Adult,0,0,0,0
10/2/2024,Red Maple,2,69,7A,Z2,X. crassiusculus,Adult,0,0,0,0
10/2/2024,Red Maple,3,45,5A,Z4,X. crassiusculus,Adult,1,1,1,1
10/2/2024,Red Maple,3,49,3A,X3,X. crassiusculus,Adult,0,0,0,0
10/2/2024,Red Maple,3,54,3B,Z1,X. crassiusculus,Adult,0,0,0,0
10/2/2024,Red Maple,3,59,2A,Y2,X. crassiusculus,Adult,0,0,0,0
10/2/2024,Red Maple,3,64,1A,Y1,X. crassiusculus,Adult,0,0,0,0
10/2/2024,Red Maple,3,69,2B,Z3,X. crassiusculus,Adult,0,0,0,0
10/3/2024,Red Maple,4,45,2A,X2,X. crassiusculus,Adult,1,1,1,1
10/3/2024,Red Maple,4,49,3B,Z4,X. crassiusculus,Adult,0,0,0,0
10/3/2024,Red Maple,4,54,5A,Y2,X. crassiusculus,Adult,0,0,0,0
10/3/2024,Red Maple,4,59,1B,X1,X. crassiusculus,Adult,0,0,0,0
10/3/2024,Red Maple,4,64,0A,X3,X. crassiusculus,Adult,0,0,0,0
10/3/2024,Red Maple,4,69,6A,X4,X. crassiusculus,Adult,0,0,0,0
10/3/2024,Red Maple,5,45,2A,Y3,X. crassiusculus,Adult,1,1,1,1
10/3/2024,Red Maple,5,49,7A,X4,X. crassiusculus,Adult,0,0,0,0
10/3/2024,Red Maple,5,54,3B,X1,X. crassiusculus,Adult,0,0,0,0
10/3/2024,Red Maple,5,59,0A,Z2,X. crassiusculus,Adult,0,0,0,0
10/3/2024,Red Maple,5,64,4A,Z3,X. crassiusculus,Adult,0,0,0,0
10/3/2024,Red Maple,5,69,3A,Y1,X. crassiusculus,Adult,0,0,0,0
10/3/2024,Red Maple,6,45,2A,X4,X. crassiusculus,Adult,1,1,1,1
10/3/2024,Red Maple,6,49,5A,Y2,X. crassiusculus,Adult,0,0,0,0
10/3/2024,Red Maple,6,54,1A,Y4,X. crassiusculus,Adult,0,0,0,0
10/3/2024,Red Maple,6,59,4A,Z3,X. crassiusculus,Adult,0,0,0,0
10/3/2024,Red Maple,6,64,3A,Z1,X. crassiusculus,Adult,0,0,0,0
10/3/2024,Red Maple,6,69,2B,Z4,X. crassiusculus,Adult,0,0,0,0
10/4/2024,Red Maple,7,45,5A,Z2,X. crassiusculus,Adult,1,1,1,1
10/4/2024,Red Maple,7,49,3B,X2,X. crassiusculus,Adult,0,0,0,0
10/4/2024,Red Maple,7,54,2A,Y4,X. crassiusculus,Adult,0,0,0,0
10/4/2024,Red Maple,7,59,2B,X1,X. crassiusculus,Adult,0,0,0,0
10/4/2024,Red Maple,7,64,1A,Z1,X. crassiusculus,Adult,0,0,0,0
10/4/2024,Red Maple,7,69,0B,Z3,X. crassiusculus,Adult,0,0,0,0
10/4/2024,Red Maple,8,45,3B,Z3,X. crassiusculus,Adult,1,1,1,1
10/4/2024,Red Maple,8,49,1B,X4,X. crassiusculus,Adult,0,0,0,0
10/4/2024,Red Maple,8,54,2B,Z1,X. crassiusculus,Adult,0,0,0,0
10/4/2024,Red Maple,8,59,5A,X2,X. crassiusculus,Adult,0,0,0,0
10/4/2024,Red Maple,8,64,2A,Y4,X. crassiusculus,Adult,0,0,0,0
10/4/2024,Red Maple,8,69,3A,Y2,X. crassiusculus,Adult,0,0,0,0
10/8/2024,Red Maple,13,45,3B,Y2,X. crassiusculus,Adult,1,1,1,1
10/8/2024,Red Maple,13,45,5A,X1,X. crassiusculus,Adult,1,1,1,1
10/8/2024,Red Maple,13,46,2B,Z4,X. crassiusculus,Adult,1,1,1,1
10/8/2024,Red Maple,13,46,0B,Y3,X. crassiusculus,Adult,1,1,1,1
10/8/2024,Red Maple,13,47,2A,X4,X. crassiusculus,Adult,1,1,1,1
10/8/2024,Red Maple,13,47,1A,Z2,X. crassiusculus,Adult,1,1,1,1
10/8/2024,Red Maple,13,48,0A,X3,X. crassiusculus,Adult,0,0,0,0
10/8/2024,Red Maple,13,48,4A,Z3,X. crassiusculus,Adult,0,0,0,0
10/8/2024,Red Maple,13,49,1B,X2,X. crassiusculus,Adult,0,0,0,0
10/8/2024,Red Maple,13,49,3A,Z1,X. crassiusculus,Adult,0,0,0,0
10/8/2024,Red Maple,14,45,2B,X1,X. crassiusculus,Adult,1,1,1,1
10/8/2024,Red Maple,14,45,1B,X3,X. crassiusculus,Adult,1,1,1,1
10/8/2024,Red Maple,14,46,5A,Z2,X. crassiusculus,Adult,1,1,1,1
10/8/2024,Red Maple,14,46,2A,Z1,X. crassiusculus,Adult,1,1,1,1
10/8/2024,Red Maple,14,47,3A,Y3,X. crassiusculus,Adult,1,1,1,1
10/8/2024,Red Maple,14,47,0B,X2,X. crassiusculus,Adult,1,1,1,1
10/8/2024,Red Maple,14,48,0A,X4,X. crassiusculus,Adult,0,0,0,0
10/8/2024,Red Maple,14,48,1A,Z3,X. crassiusculus,Adult,0,0,0,0
10/8/2024,Red Maple,14,49,3B,Z4,X. crassiusculus,Adult,0,0,0,0
10/8/2024,Red Maple,14,49,4A,Y2,X. crassiusculus,Adult,0,0,0,0
10/8/2024,Red Maple,15,45,5A,Z4,X. crassiusculus,Adult,1,1,1,1
10/8/2024,Red Maple,15,45,2B,X3,X. crassiusculus,Adult,1,1,1,1
10/8/2024,Red Maple,15,46,1B,X4,X. crassiusculus,Adult,1,1,1,1
10/8/2024,Red Maple,15,46,3A,X2,X. crassiusculus,Adult,1,1,1,1
10/8/2024,Red Maple,15,47,1A,X1,X. crassiusculus,Adult,1,1,1,1
10/8/2024,Red Maple,15,47,0B,Y3,X. crassiusculus,Adult,1,1,1,1
10/8/2024,Red Maple,15,48,0A,Z1,X. crassiusculus,Adult,1,1,1,1
10/8/2024,Red Maple,15,48,4A,Z3,X. crassiusculus,Adult,1,1,1,1
10/8/2024,Red Maple,15,49,3B,Y2,X. crassiusculus,Adult,0,0,0,0
10/8/2024,Red Maple,15,49,2A,Z2,X. crassiusculus,Adult,0,0,0,0
10/8/2024,Red Maple,16,45,0B,X1,X. crassiusculus,Adult,1,1,1,1
10/8/2024,Red Maple,16,45,1B,X2,X. crassiusculus,Adult,1,1,1,1
10/8/2024,Red Maple,16,46,3B,Z1,X. crassiusculus,Adult,1,1,1,1
10/8/2024,Red Maple,16,46,5A,Z2,X. crassiusculus,Adult,1,1,1,1
10/8/2024,Red Maple,16,47,1A,Y2,X. crassiusculus,Adult,1,1,1,1
10/8/2024,Red Maple,16,47,2A,Y3,X. crassiusculus,Adult,1,1,1,1
10/8/2024,Red Maple,16,48,0A,X3,X. crassiusculus,Adult,0,0,0,0
10/8/2024,Red Maple,16,48,3A,Z3,X. crassiusculus,Adult,0,0,0,0
10/8/2024,Red Maple,16,49,4A,Z5,X. crassiusculus,Adult,0,0,0,0
10/8/2024,Red Maple,16,49,2B,X4,X. crassiusculus,Adult,0,0,0,0
6/29/2026,Red Maple,49,45,5A,Z1,X. germanus,Adult,0,1,1,1
6/29/2026,Red Maple,49,45,2A,Y3,X. germanus,Adult,1,1,1,1
6/29/2026,Red Maple,49,49,7A,X4,X. germanus,Adult,0,0,0,0
6/29/2026,Red Maple,49,49,2B,Y4,X. germanus,Adult,0,0,0,0
6/29/2026,Red Maple,49,54,3B,X1,X. germanus,Adult,0,0,0,0
6/29/2026,Red Maple,49,54,6A,X3,X. germanus,Adult,0,0,0,0
6/29/2026,Red Maple,49,59,0A,Z2,X. germanus,Adult,0,0,0,0
6/29/2026,Red Maple,49,59,0B,Z4,X. germanus,Adult,0,0,0,0
6/29/2026,Red Maple,49,64,4A,Z3,X. germanus,Adult,0,0,0,0
6/29/2026,Red Maple,49,64,1B,X2,X. germanus,Adult,0,0,0,0
6/29/2026,Red Maple,49,69,3A,Y1,X. germanus,Adult,0,0,0,0
6/29/2026,Red Maple,49,69,1A,Y2,X. germanus,Adult,0,0,0,0
6/29/2026,Red Maple,50,45,2A,X4,X. germanus,Adult,1,1,1,1
6/29/2026,Red Maple,50,45,0B,Y1,X. germanus,Adult,1,1,1,1
6/29/2026,Red Maple,50,49,6A,X3,X. germanus,Adult,0,0,0,0
6/29/2026,Red Maple,50,49,5A,Y2,X. germanus,Adult,0,0,0,0
6/29/2026,Red Maple,50,54,1A,Y4,X. germanus,Adult,0,0,0,0
6/29/2026,Red Maple,50,54,0A,X1,X. germanus,Adult,0,0,0,0
6/29/2026,Red Maple,50,59,7A,Z2,X. germanus,Adult,0,0,0,0
6/29/2026,Red Maple,50,59,4A,Z3,X. germanus,Adult,0,0,0,0
6/29/2026,Red Maple,50,64,3B,X2,X. germanus,Adult,0,0,0,0
6/29/2026,Red Maple,50,64,3A,Z1,X. germanus,Adult,0,0,0,0
6/29/2026,Red Maple,50,69,1B,Y3,X. germanus,Adult,0,0,0,0
6/29/2026,Red Maple,50,69,2B,Z4,X. germanus,Adult,0,0,0,0
6/30/2026,Red Maple,51,45,3A,X4,X. germanus,Adult,1,1,1,1
6/30/2026,Red Maple,51,45,5A,Z2,X. germanus,Adult,1,1,1,1
6/30/2026,Red Maple,51,49,0A,Y2,X. germanus,Adult,0,0,0,0
6/30/2026,Red Maple,51,49,3B,X2,X. germanus,Adult,0,0,0,0
6/30/2026,Red Maple,51,54,2A,Y4,X. germanus,Adult,0,0,0,0
6/30/2026,Red Maple,51,54,1B,X3,X. germanus,Adult,0,0,0,0
6/30/2026,Red Maple,51,59,2B,X1,X. germanus,Adult,0,0,0,0
6/30/2026,Red Maple,51,59,4A,Y1,X. germanus,Adult,0,0,0,0
6/30/2026,Red Maple,51,64,6A,Z4,X. germanus,Adult,0,0,0,0
6/30/2026,Red Maple,51,64,1A,Z1,X. germanus,Adult,0,0,0,0
6/30/2026,Red Maple,51,69,0B,Z3,X. germanus,Adult,0,0,0,0
6/30/2026,Red Maple,51,69,7A,Y3,X. germanus,Adult,0,0,0,0
6/30/2026,Red Maple,52,45,7A,X1,X. germanus,Adult,0,1,1,1
6/30/2026,Red Maple,52,45,3B,Z3,X. germanus,Adult,1,1,1,1
6/30/2026,Red Maple,52,49,1B,X4,X. germanus,Adult,0,0,0,0
6/30/2026,Red Maple,52,49,0B,Y1,X. germanus,Adult,0,0,0,0
6/30/2026,Red Maple,52,54,2B,Z1,X. germanus,Adult,0,0,0,0
6/30/2026,Red Maple,52,54,1A,Z2,X. germanus,Adult,0,0,0,0
6/30/2026,Red Maple,52,59,4A,Y3,X. germanus,Adult,0,0,0,0
6/30/2026,Red Maple,52,59,5A,X2,X. germanus,Adult,0,0,0,0
6/30/2026,Red Maple,52,64,0A,Z4,X. germanus,Adult,0,0,0,0
6/30/2026,Red Maple,52,64,2A,Y4,X. germanus,Adult,0,0,0,0
6/30/2026,Red Maple,52,69,3A,Y2,X. germanus,Adult,0,0,0,0
6/30/2026,Red Maple,52,69,6A,X3,X. germanus,Adult,0,0,0,0
7/1/2026,Red Maple,61,45,3A,Z1,X. germanus,Adult,0,0,1,1
7/1/2026,Red Maple,61,45,2B,X2,X. germanus,Adult,0,1,1,1
7/1/2026,Red Maple,61,46,4A,Y3,X. germanus,Adult,0,0,0,1
7/1/2026,Red Maple,61,46,2A,X3,X. germanus,Adult,0,0,0,1
7/1/2026,Red Maple,61,47,3B,X1,X. germanus,Adult,0,0,0,0
7/1/2026,Red Maple,61,47,1A,Z3,X. germanus,Adult,0,0,0,0
7/1/2026,Red Maple,61,48,0A,Z4,X. germanus,Adult,0,0,0,0
7/1/2026,Red Maple,61,48,5A,X4,X. germanus,Adult,0,0,0,0
7/1/2026,Red Maple,61,49,1B,Y2,X. germanus,Adult,0,0,0,0
7/1/2026,Red Maple,61,49,0B,Z2,X. germanus,Adult,0,0,0,0
7/1/2026,Red Maple,62,45,0B,Z3,X. germanus,Adult,0,0,1,1
7/1/2026,Red Maple,62,45,3A,X1,X. germanus,Adult,0,0,1,1
7/1/2026,Red Maple,62,46,1B,Z1,X. germanus,Adult,0,0,0,0
7/1/2026,Red Maple,62,46,2B,Y2,X. germanus,Adult,0,0,0,1
7/1/2026,Red Maple,62,47,2A,X2,X. germanus,Adult,0,0,0,0
7/1/2026,Red Maple,62,47,3B,Z4,X. germanus,Adult,0,0,0,0
7/1/2026,Red Maple,62,48,5A,X3,X. germanus,Adult,0,0,0,0
7/1/2026,Red Maple,62,48,1A,X4,X. germanus,Adult,0,0,0,0
7/1/2026,Red Maple,62,49,4A,Y3,X. germanus,Adult,0,0,0,0
7/1/2026,Red Maple,62,49,0A,Z2,X. germanus,Adult,0,0,0,0
7/1/2026,Red Maple,63,45,3A,X2,X. germanus,Adult,0,1,1,1
7/1/2026,Red Maple,63,45,5A,X4,X. germanus,Adult,0,0,1,1
7/1/2026,Red Maple,63,46,4A,Y2,X. germanus,Adult,0,0,0,1
7/1/2026,Red Maple,63,46,0A,X3,X. germanus,Adult,0,0,0,1
7/1/2026,Red Maple,63,47,3B,X1,X. germanus,Adult,0,0,0,0
7/1/2026,Red Maple,63,47,1B,Z3,X. germanus,Adult,0,0,0,0
7/1/2026,Red Maple,63,48,1A,Z2,X. germanus,Adult,0,0,0,0
7/1/2026,Red Maple,63,48,2B,Z4,X. germanus,Adult,0,0,0,0
7/1/2026,Red Maple,63,49,0B,Y3,X. germanus,Adult,0,0,0,0
7/1/2026,Red Maple,63,49,2A,Z1,X. germanus,Adult,0,0,0,0
7/1/2026,Red Maple,64,45,2A,Z2,X. germanus,Adult,0,0,1,1
7/1/2026,Red Maple,64,45,0B,Z1,X. germanus,Adult,0,0,1,1
7/1/2026,Red Maple,64,46,4A,Y2,X. germanus,Adult,0,0,0,1
7/1/2026,Red Maple,64,46,1A,Z4,X. germanus,Adult,0,0,0,0
7/1/2026,Red Maple,64,47,0A,X2,X. germanus,Adult,0,0,0,0
